"","ID","hour0","hour1","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour2","hour20","hour21","hour22","hour23","hour3","hour4","hour5","hour6","hour7","hour8","hour9"
"699",699,"13",NA,"1","1","3","1","3","2","2","4","5","1",NA,"1","1","1","3",NA,NA,NA,"19","1","1","1"
"700",700,"13",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","2","7",NA,NA,NA,"47","1","1","1"
"701",701,"61",NA,"1","1","3","1","3","2","4","2","1","1",NA,"1","1","4","1",NA,NA,NA,"29","1","1","1"
"702",702,"27",NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","1","7",NA,NA,NA,"31","1","1","1"
"703",703,"28",NA,"1","2","1","2","1","2","4","2","1","1",NA,"1","1","17","1",NA,NA,NA,"52","1","1","1"
"704",704,"17",NA,"1","1","1","2","1","4","4","2","1","1",NA,"1","1","3","5",NA,NA,NA,"11","9","1","1"
"705",705,"15",NA,"1","1","1","2","2","1","3","1","3","2",NA,"1","1","12","38",NA,NA,NA,"50","1","1","1"
"706",706,"14",NA,"1","1","3","4","3","4","3","3","3","1",NA,"1","14","3","5",NA,NA,NA,"14","1","1","1"
"707",707,"38",NA,"1","1","1","1","3","1","4","2","1","1",NA,"1","1","3","54",NA,NA,NA,"19","1","1","1"
"708",708,"55",NA,"1","1","1","1","1","2","1","1","2","1",NA,"1","1","1","52",NA,NA,NA,"12","1","1","1"
"709",709,"1",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","25","10",NA,NA,NA,"47","1","1","1"
"710",710,"46",NA,"1","1","7","1","3","2","5","2","1","1",NA,"1","1","5","39",NA,NA,NA,"36","1","1","1"
"711",711,"9",NA,"1","1","7","1","1","2","2","4","5","1",NA,"1","1","1","22",NA,NA,NA,"47","1","1","1"
"712",712,"50",NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","12","57",NA,NA,NA,"13","1","1","1"
"713",713,"9",NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","3","75",NA,NA,NA,"1","1","1","1"
"714",714,"26",NA,"1","1","1","1","1","2","2","2","1","1",NA,"1","1","1","1",NA,NA,NA,"68","1","1","1"
"715",715,"9",NA,"1","1","1","3","1","3","2","4","5","4",NA,"1","9","3","24",NA,NA,NA,"55","1","1","1"
"716",716,"18",NA,"1","1","1","1","1","1","6","1","4","4",NA,"1","1","7","52",NA,NA,NA,"34","1","1","1"
"717",717,"18",NA,"8","1","1","1","1","2","6","1","4","4",NA,"1","1","3","17",NA,NA,NA,"46","1","2","1"
"718",718,"60",NA,"1","2","1","2","1","2","5","2","1","1",NA,"2","2","3","50",NA,NA,NA,"8","1","1","1"
"719",719,"49",NA,"4","1","1","2","2","4","1","1","2","2",NA,"1","2","17","25",NA,NA,NA,"20","1","1","1"
"720",720,"46",NA,"1","1","2","1","2","4","3","3","3","2",NA,"2","1","7","1",NA,NA,NA,"47","1","1","1"
"721",721,"4",NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","6","1",NA,NA,NA,"63","1","1","1"
"722",722,"63",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","15","28",NA,NA,NA,"10","1","1","1"
"723",723,"34",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","15","42",NA,NA,NA,"22","1","1","1"
"724",724,"70",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","78",NA,NA,NA,"68","1","1","1"
"725",725,NA,NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","7","34",NA,NA,NA,"34","1","1","1"
"726",726,NA,NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","57",NA,NA,NA,"3","1","1","1"
"727",727,NA,NA,"1","1","1","4","5","2","5","2","1","1",NA,"1","1","3","4",NA,NA,NA,"3","1","1","1"
"728",728,NA,NA,"1","1","1","4","3","5","2","4","5","1",NA,"1","1","3","28",NA,NA,NA,"55","1","1","1"
"729",729,NA,NA,"1","1","1","1","1","5","4","5","2","3",NA,"1","1","4","1",NA,NA,NA,"32","1","1","1"
"730",730,NA,NA,"1","1","3","1","3","2","1","1","2","1",NA,"1","1","4","28",NA,NA,NA,"18","1","3","1"
"731",731,NA,NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","42",NA,NA,NA,"3","1","1","1"
"732",732,NA,NA,"1","1","3","9","3","2","5","4","1","1",NA,"1","1","1","78",NA,NA,NA,"1","4","1","1"
"733",733,NA,NA,"1","1","1","2","1","2","4","2","1","1",NA,"1","1","4","19",NA,NA,NA,"34","1","1","1"
"734",734,NA,NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","8","28",NA,NA,NA,"50","1","1","1"
"735",735,NA,NA,"1","1","1","1","1","2","1","1","3","1",NA,"2","1","8","15",NA,NA,NA,"26","4","1","1"
"736",736,NA,NA,"11","3","1","1","3","2","5","2","1","1",NA,"1","1","8","28",NA,NA,NA,"11","1","1","2"
"737",737,NA,NA,"3","3","1","6","4","2","2","4","5","1",NA,"3","4","8","27",NA,NA,NA,"61","4","1","1"
"738",738,NA,NA,"3","3","5","6","4","2","5","2","1","5",NA,"3","4","8","3",NA,NA,NA,"8","4","1","1"
"739",739,NA,NA,"3","3","4","6","4","6","3","3","3","5",NA,"3","4","8","63",NA,NA,NA,"47","1","1","1"
"740",740,NA,NA,"3","3","4","6","4","6","3","3","3","5",NA,"3","4","1","14",NA,NA,NA,"7","4","1","1"
"741",741,NA,NA,"3","3","4","6","4","6","3","3","3","5",NA,"3","4","1","2",NA,NA,NA,"28","1","1","1"
"742",742,NA,NA,"3","3","4","6","4","6","3","3","3","5",NA,"3","4","1","6",NA,NA,NA,"73","1","1","1"
"743",743,NA,NA,"3","3","4","6","4","6","3","3","3","5",NA,"3","4","1","14",NA,NA,NA,"52","1","1","1"
"744",744,NA,NA,"3","1","4","6","1","6","3","3","3","5",NA,"3","4","1","63",NA,NA,NA,"38","1","1","1"
"745",745,NA,NA,"1","1","1","3","1","6","3","3","3","5",NA,"3","1","1","13",NA,NA,NA,"37","1","1","1"
"746",746,NA,NA,"1","1","1","4","1","1","1","1","2","3",NA,"1","1","1","81",NA,NA,NA,"55","1","1","1"
"747",747,NA,NA,"1","1","1","4","1","5","1","1","4","4",NA,"1","1","1","5",NA,NA,NA,"7","1","1","1"
"748",748,NA,NA,"1","1","1","3","1","5","4","5","2","4",NA,"1","1","1","1",NA,NA,NA,"34","1","1","1"
"749",749,NA,NA,"1","1","1","3","1","1","1","1","4","4",NA,"1","1","1","5",NA,NA,NA,"77","1","1","1"
"750",750,NA,NA,"1","1","1","3","1","1","1","1","4","4",NA,"1","1","1","6",NA,NA,NA,"1","1","1","1"
"751",751,NA,NA,"1","1","1","3","1","1","1","1","4","4",NA,"1","1","1","17",NA,NA,NA,"7","1","1","1"
"752",752,NA,NA,"1","1","1","4","1","1","1","1","4","4",NA,"1","1","1","12",NA,NA,NA,"51","1","1","1"
"753",753,NA,NA,"1","1","1","4","1","2","1","1","4","1",NA,"1","1","1","60",NA,NA,NA,"40","1","1","1"
"754",754,NA,NA,"1","1","1","5","1","1","4","2","1","3",NA,"1","1","1","34",NA,NA,NA,"8","1","1","1"
"755",755,NA,NA,"1","1","1","4","1","5","1","1","2","3",NA,"1","1","1","43",NA,NA,NA,"19","1","1","1"
"756",756,NA,NA,"1","1","1","3","1","5","4","5","2","3",NA,"1","1","1","17",NA,NA,NA,"34","1","1","1"
"757",757,NA,NA,"1","1","1","3","1","1","1","1","2","4",NA,"1","1","1","19",NA,NA,NA,NA,"1","1","1"
"758",758,NA,NA,"1","1","1","3","1","1","1","1","4","4",NA,"1","1","1","28",NA,NA,NA,NA,"1","1","1"
"759",759,NA,NA,"1","1","1","3","1","1","6","4","5","6",NA,"1","1","2","17",NA,NA,NA,NA,"4","1","1"
"760",760,NA,NA,"1","1","1","4","1","1","1","1","4","4",NA,"1","1","8","43",NA,NA,NA,NA,"3","1","1"
"761",761,NA,NA,"1","1","1","4","1","5","2","4","5","1",NA,"1","1","8","60",NA,NA,NA,NA,"1","1","1"
"762",762,NA,NA,"15","6","1","5","1","5","4","5","2","3",NA,"1","2","1","1",NA,NA,NA,NA,"1","1","1"
"763",763,NA,NA,"3","3","1","2","2","1","1","1","4","4",NA,"2","4","1","48",NA,NA,NA,NA,"1","1","2"
"764",764,NA,NA,"6","3","2","6","4","1","1","1","2","2",NA,"3","3","1","35",NA,NA,NA,NA,"1","1","1"
"765",765,NA,NA,"4","1","4","6","1","7","3","3","3","2",NA,"2","4","2","19",NA,NA,NA,NA,"1","1","1"
"766",766,NA,NA,"1","1","4","4","6","6","3","3","3","5",NA,"3","1","1","49",NA,NA,NA,NA,"1","1","1"
"767",767,NA,NA,"9","1","1","5","1","5","1","1","2","3",NA,"1","4","1","12",NA,NA,NA,NA,"1","1","1"
"768",768,NA,NA,"1","7","1","6","4","5","4","5","2","3",NA,"4","1","1","10",NA,NA,NA,NA,"1","1","2"
"769",769,NA,NA,"3","1","1","6","3","6","1","1","2","5",NA,"1","4","3","64",NA,NA,NA,NA,"1","1","1"
"770",770,NA,NA,"1","1","4","5","1","6","3","3","3","5",NA,"3","1","1","11",NA,NA,NA,NA,"1","1","1"
"771",771,NA,NA,"1","1","1","5","1","1","4","2","1","3",NA,"1","1","1","17",NA,NA,NA,NA,"1","1","1"
"772",772,NA,NA,"1","1","1","4","3","1","1","1","2","3",NA,"1","1","1","3",NA,NA,NA,NA,"1","1","1"
"773",773,NA,NA,"1","1","1","4","1","1","1","1","2","3",NA,"1","1","1","2",NA,NA,NA,NA,"1","1","1"
"774",774,NA,NA,"1","1","1","4","1","2","4","2","1","1",NA,"1","1","1","40",NA,NA,NA,NA,"1","1","1"
"775",775,NA,NA,"1","1","1","4","1","5","1","1","4","3",NA,"1","1","1","31",NA,NA,NA,NA,"1","1","1"
"776",776,NA,NA,"1","1","1","4","1","5","1","1","2","3",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"777",777,NA,NA,"1","1","1","4","3","5","1","5","2","3",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"778",778,NA,NA,"1","1","1","4","1","5","1","1","2","3",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"779",779,NA,NA,"1","1","1","4","1","5","4","5","2","3",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"780",780,NA,NA,"1","1","1","4","3","5","1","5","2","3",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"781",781,NA,NA,"1","1","1","4","3","5","4","5","2","3",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"782",782,NA,NA,"1","1","1","4","1","5","4","5","2","1",NA,"1","1","1",NA,NA,NA,NA,NA,"1","1","1"
"783",783,NA,NA,"1","1","1","3","1","1","4","5","1","1",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1","1"
"784",784,NA,NA,"1","1","1","3","1","1","1","1","2","4",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1","1"
"785",785,NA,NA,"1","1","1","5","1","1","1","1","4","4",NA,"1","4",NA,NA,NA,NA,NA,NA,NA,"1","1"
"786",786,NA,NA,"1",NA,"1","7",NA,"1","1","1","2","3",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA
"787",787,NA,NA,NA,NA,"1",NA,NA,"1","1","1","2","3",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
